le_gender,le_color1,le_color2,le_breed1,le_breed2,le_intake_type,le_intake_condition,le_intake_sex,le_outcome_type,le_outcome_sex,le_outcome_d_m,le_intake_d_m,Outcome_Age_Month,Duration_Day
1,32,10,28,81,3,5,0,7,0,2,2,8,2.247916666666667
0,2,33,315,166,3,5,0,5,0,2,2,8,3.1638888888888888
1,2,10,136,106,3,5,0,0,1,3,2,13,38.21736111111111
1,2,33,315,166,3,5,0,5,0,2,2,8,3.1638888888888888
0,2,33,275,106,3,5,0,0,2,0,2,6,60.224305555555546
1,32,33,106,56,3,5,0,0,1,3,2,13,24.22777777777777
0,12,33,25,106,3,5,0,0,2,4,2,5,82.25208333333333
1,12,33,25,106,3,5,0,0,1,3,2,2,38.219444444444434
0,2,36,218,106,3,5,2,5,2,2,2,24,0.13333333333333333
1,13,33,277,106,3,5,0,6,0,2,2,24,6.063888888888888
1,2,33,307,106,1,5,1,7,1,0,0,9,1.0527777777777778
1,2,33,307,106,3,5,0,0,1,3,2,8,42.15902777777778
0,32,1,107,106,3,5,0,0,2,0,2,4,76.12708333333333
0,34,36,8,166,3,5,0,0,2,3,2,4,40.118055555555564
0,34,18,218,106,3,5,0,0,2,3,2,4,39.131944444444436
0,35,33,218,106,3,5,0,0,2,0,2,3,54.09166666666667
0,2,33,218,106,3,5,0,0,2,3,2,5,39.103472222222216
1,2,10,53,149,3,5,0,0,1,0,2,12,73.12361111111113
1,34,1,105,106,3,5,0,5,0,2,2,36,1.1715277777777775
1,12,1,173,166,1,5,1,0,1,3,2,25,18.44305555555556
1,32,33,275,106,1,5,1,0,1,10,10,33,3.126388888888889
1,32,33,275,106,3,5,0,0,1,3,2,25,26.08055555555556
1,32,33,275,106,1,5,1,0,1,3,3,25,6.834722222222222
1,2,36,275,106,2,5,0,5,1,6,5,41,8.175694444444442
1,22,36,67,106,3,5,0,0,1,3,2,13,24.99375
0,34,1,82,84,3,5,2,0,2,2,2,30,8.07638888888889
1,2,33,218,106,3,5,1,0,1,3,2,97,45.813194444444434
1,2,36,218,106,3,5,0,5,0,2,2,24,2.086805555555556
0,32,36,107,106,3,3,0,7,0,10,10,21,8.08125
0,32,36,107,106,3,5,0,5,0,2,2,12,3.3090277777777777
1,32,33,107,106,3,5,0,0,1,3,2,9,32.21944444444444
1,2,30,107,106,3,5,0,0,1,3,2,13,45.24791666666667
0,2,33,217,29,3,5,2,5,2,2,2,12,0.08472222222222223
0,34,8,25,106,3,5,0,5,0,2,2,12,0.15555555555555556
1,34,18,229,106,1,5,0,7,0,2,2,36,2.9284722222222217
1,13,36,173,166,3,5,1,5,1,2,2,24,3.949305555555556
1,12,33,275,106,3,5,0,0,1,3,2,11,30.203472222222217
1,2,30,173,97,3,5,0,7,1,5,2,28,129.08333333333334
1,13,33,275,106,3,5,0,7,0,3,2,13,45.94097222222222
0,32,1,87,106,1,9,2,7,2,2,2,48,3.8958333333333335
0,34,1,275,106,3,5,0,0,2,3,2,5,46.156944444444434
0,34,11,275,106,3,5,0,0,2,0,2,6,51.08611111111111
1,2,36,218,106,3,5,0,0,1,4,2,15,87.08055555555555
1,2,33,65,106,3,5,0,0,1,3,2,13,41.14097222222223
0,32,29,373,106,3,5,2,7,2,2,2,96,1.0291666666666666
0,12,33,275,106,1,5,0,0,2,3,2,25,48.31041666666667
1,2,33,158,106,3,9,0,7,0,2,2,8,1.7895833333333333
1,32,1,54,166,3,5,0,0,1,3,2,49,42.790277777777774
0,13,33,24,12,3,5,2,5,2,2,2,84,0.029166666666666667
0,34,5,275,106,3,5,0,0,2,3,2,9,37.95
0,32,36,107,106,2,5,2,5,2,2,2,96,0.5020833333333333
1,34,30,107,106,3,3,0,5,0,10,10,63,3.3916666666666666
0,34,18,188,106,3,5,0,5,0,2,2,6,0.2375
0,2,10,296,120,3,5,0,0,2,4,2,27,81.26458333333333
0,33,36,36,92,3,5,2,7,2,2,2,8,7.0875
1,33,36,36,92,3,5,1,7,1,2,2,8,7.0881944444444445
0,18,33,332,106,3,5,0,0,2,0,2,14,70.21875
0,12,36,34,166,3,5,0,5,0,2,2,84,0.09027777777777778
0,34,30,174,106,3,5,2,0,2,2,2,36,4.072222222222221
0,34,30,174,106,1,5,2,0,2,3,2,37,17.07847222222222
1,32,33,188,106,3,5,0,7,0,3,2,25,35.427777777777784
1,18,30,316,106,3,5,0,5,0,2,2,60,1.98125
1,32,1,174,106,1,5,0,0,1,4,0,15,9.054166666666667
1,32,1,174,106,3,5,0,5,0,2,2,12,2.191666666666667
1,6,10,275,106,3,5,1,0,1,3,2,61,32.84444444444444
1,27,33,124,48,3,5,0,0,1,3,2,3,22.836805555555557
1,34,36,192,106,1,5,1,7,1,2,2,132,0.81875
0,34,2,192,106,1,5,0,7,0,2,2,120,0.81875
1,32,33,106,56,3,5,0,6,1,3,2,13,21.948611111111113
0,13,36,37,106,3,5,2,5,2,2,2,120,1.9840277777777775
0,2,33,274,97,3,5,0,0,2,3,2,12,45.00416666666667
1,32,36,174,106,1,5,1,0,1,10,0,33,206.94097222222226
1,32,36,174,106,3,5,0,0,1,3,2,25,19.32986111111111
0,32,1,174,106,3,5,0,0,2,3,2,25,44.21527777777778
1,33,36,107,106,3,3,1,0,1,2,2,18,11.027777777777779
0,34,1,13,106,3,5,0,0,2,3,2,11,19.226388888888884
1,2,17,174,106,1,9,0,7,0,2,2,5,0.1486111111111111
1,32,36,107,106,3,5,0,0,1,3,2,13,30.24375
0,2,33,218,106,3,5,0,0,2,3,2,13,33.99166666666667
0,13,33,332,106,3,5,0,5,0,2,2,10,0.9875
0,13,33,332,106,3,5,0,5,0,3,3,11,2.156944444444445
0,26,36,182,106,3,5,2,5,2,2,2,84,0.07083333333333333
1,34,36,107,106,3,5,0,7,0,2,2,12,5.852777777777778
1,32,36,107,106,3,5,0,7,0,2,2,12,5.853472222222222
1,32,33,107,106,3,5,0,7,0,2,2,12,5.853472222222222
1,26,36,295,106,3,5,0,0,1,6,2,77,137.88819444444445
0,28,36,288,166,3,5,0,7,0,2,2,12,6.803472222222222
0,34,30,316,106,3,5,0,0,2,3,2,25,42.13541666666666
1,32,33,72,106,3,5,0,5,0,2,2,6,0.04652777777777778
1,20,33,275,106,3,5,0,0,1,7,4,61,91.32708333333332
1,20,33,275,106,3,5,0,5,0,2,2,55,2.9368055555555554
0,32,1,174,106,3,5,0,5,0,2,2,48,1.6986111111111108
1,26,36,105,106,3,5,0,5,0,2,2,84,0.3590277777777778
0,2,32,37,106,3,5,0,0,2,3,2,13,42.24236111111111
0,2,10,240,165,3,5,0,0,2,3,2,13,42.27916666666667
0,34,36,29,106,3,5,2,5,2,2,2,120,1.0694444444444444
1,26,36,107,106,3,5,0,0,1,3,2,24,42.20763888888889
1,19,36,107,106,3,5,0,0,1,3,2,24,42.20763888888889
0,2,33,275,106,2,6,0,7,0,3,2,1,30.7125
0,2,33,275,106,2,6,0,7,0,3,2,1,30.713194444444447
0,2,33,275,106,2,6,0,7,0,3,2,1,30.713194444444447
1,34,5,275,106,2,6,0,7,0,3,2,1,30.713194444444447
0,34,5,275,106,2,6,0,7,0,3,2,1,30.71388888888889
0,34,5,275,106,2,6,0,7,0,3,2,1,30.71388888888889
1,6,33,275,106,2,6,0,7,0,3,2,1,30.71388888888889
1,6,33,275,106,2,6,0,7,0,3,2,1,30.71388888888889
0,6,33,275,106,2,6,0,7,0,3,2,1,30.71458333333333
0,2,11,174,106,3,5,2,0,2,2,2,7,7.925694444444446
0,2,11,174,106,3,5,2,0,2,2,2,7,7.925694444444446
1,2,33,65,106,1,5,1,0,1,2,2,86,2.9777777777777783
0,34,36,229,106,3,5,2,0,2,3,2,97,36.17152777777777
1,2,33,315,166,3,5,0,5,0,7,7,18,0.09861111111111112
0,32,33,315,166,3,5,0,5,0,7,7,18,0.09791666666666668
1,34,36,275,106,3,5,0,0,1,3,2,42,46.149305555555564
0,2,33,83,106,3,5,0,5,0,2,2,12,2.000694444444445
1,34,10,208,166,3,5,0,0,1,5,2,39,122.02430555555556
0,20,33,275,106,3,5,0,0,2,6,2,17,150.01944444444445
0,2,33,186,106,3,5,2,7,2,2,2,72,4.008333333333334
0,34,10,218,106,3,9,0,7,0,2,2,12,0.5868055555555556
0,34,36,239,106,2,5,0,5,2,5,5,28,10.327777777777778
0,34,36,188,106,3,5,0,7,0,2,2,5,3.99375
1,12,1,223,106,1,5,0,0,1,3,2,25,35.30833333333333
0,34,30,275,106,1,5,0,0,2,0,2,26,66.99930555555554
0,32,1,342,106,3,5,0,7,0,4,4,8,6.255555555555556
1,34,36,173,166,3,5,0,0,1,0,2,8,61.18958333333333
1,32,33,218,106,3,5,0,7,0,2,2,3,4.240972222222221
1,10,30,288,166,3,5,1,0,1,2,2,36,7.2027777777777775
0,3,33,275,106,3,5,0,7,0,2,2,4,4.220833333333333
1,19,36,218,106,3,5,0,6,0,2,2,3,0.9923611111111112
0,6,33,332,106,3,3,0,7,0,2,2,24,4.004166666666666
1,34,36,89,106,3,5,0,5,0,2,2,96,0.9201388888888888
0,12,33,275,106,3,5,0,0,2,3,2,25,31.18125
0,2,33,275,106,3,5,2,0,2,2,2,60,4.159722222222221
1,34,10,71,166,3,5,0,0,1,0,2,26,62.16875
1,2,33,275,106,3,5,0,0,1,5,2,28,119.15972222222223
0,2,30,107,106,3,5,0,5,0,2,2,24,0.9986111111111112
1,2,36,218,106,3,5,1,0,1,5,2,64,126.93333333333334
0,34,30,275,106,3,5,0,7,0,3,2,7,25.72361111111111
0,33,36,291,106,3,5,0,0,2,0,2,4,50.94791666666666
1,13,33,188,106,3,5,0,0,0,2,2,2,3.011805555555556
0,32,33,89,106,3,5,0,0,2,0,2,14,47.21111111111111
1,2,30,316,106,3,5,0,0,1,3,2,13,23.25902777777777
1,2,30,316,106,1,5,1,0,1,3,3,13,1.0527777777777778
1,33,10,89,106,3,5,0,0,1,3,2,13,40.44791666666666
0,12,36,55,106,3,5,0,0,2,0,2,8,63.27291666666667
1,2,33,217,166,3,5,0,5,0,2,2,8,0.17569444444444446
1,6,33,19,106,3,5,0,7,0,0,2,74,52.088888888888896
1,6,33,332,106,1,5,0,0,1,5,2,16,126.16736111111109
1,12,1,55,106,3,5,1,7,1,5,2,40,128.22430555555556
0,6,33,275,106,3,5,0,4,0,8,7,19,22.92708333333333
0,6,33,275,106,3,5,0,6,2,8,8,19,4.136805555555555
0,32,36,218,106,3,5,0,0,2,3,2,5,40.17916666666667
1,12,1,89,106,3,5,0,0,1,3,2,11,24.14722222222223
1,32,1,314,106,1,9,0,3,0,2,2,2,7.879861111111111
0,34,10,275,106,2,5,0,5,0,2,2,84,1.8861111111111108
0,32,1,229,106,3,5,0,0,2,0,2,26,70.07847222222222
1,18,33,275,106,3,5,1,5,1,2,2,12,0.04375
0,12,36,218,106,3,9,0,0,2,4,2,5,98.11597222222224
1,34,1,275,106,1,3,0,1,0,2,2,24,10.75
1,32,33,275,106,3,5,1,0,1,2,2,15,12.789583333333333
0,32,36,107,106,3,5,2,5,2,2,2,143,0.725
1,2,36,218,106,3,5,0,7,0,2,2,9,11.719444444444445
0,2,36,282,106,3,5,0,0,0,0,2,146,45.76944444444445
1,2,33,316,106,3,5,0,0,1,11,2,34,301.24375
0,32,18,66,48,3,5,0,0,2,0,2,12,59.009027777777774
0,26,33,105,106,3,5,0,7,0,2,2,2,2.9284722222222217
0,13,33,233,106,3,5,0,5,0,2,2,12,1.1520833333333331
1,32,33,107,106,3,5,0,0,1,0,2,38,46.21111111111111
0,2,33,107,106,3,5,0,0,2,3,2,2,35.072222222222216
0,2,33,217,122,3,5,0,7,0,3,2,13,16.124305555555555
1,12,33,124,120,3,5,0,0,1,3,2,3,33.22777777777777
0,34,11,275,106,3,5,0,7,0,2,2,60,8.138194444444443
1,32,1,174,106,3,5,0,0,1,3,2,7,40.21388888888889
0,20,33,275,106,3,5,0,0,2,3,2,9,39.32569444444445
0,32,33,69,106,3,5,2,5,2,2,2,36,0.13333333333333333
1,33,36,174,106,3,5,0,0,1,3,2,6,40.12847222222222
1,2,33,275,106,3,5,0,0,1,3,2,4,33.12847222222222
1,34,36,67,106,2,5,0,5,0,2,2,12,8.013194444444443
1,8,33,29,106,3,5,0,0,1,4,2,15,75.96527777777777
0,2,32,25,106,3,5,0,0,2,3,2,25,33.974305555555546
1,2,33,24,56,1,5,0,0,1,3,2,3,31.42361111111111
1,32,33,107,106,3,5,0,0,1,0,2,98,51.19583333333333
1,2,36,218,106,1,5,0,0,1,0,2,14,46.24652777777778
1,13,33,277,106,3,9,0,0,1,0,2,7,45.227777777777774
0,2,33,277,106,3,9,0,0,2,0,2,7,53.18541666666667
0,2,33,277,106,3,9,0,0,2,3,2,6,18.1875
1,18,33,277,106,3,9,0,0,1,3,2,5,38.20347222222223
0,2,11,99,106,3,5,0,0,2,0,2,26,54.17708333333334
0,2,33,64,44,3,5,0,0,2,3,2,2,32.25
1,2,33,64,44,3,5,0,0,1,3,2,3,40.21666666666667
1,2,33,217,29,3,5,0,0,1,0,2,4,65.20763888888891
1,2,33,64,44,3,5,0,0,1,3,2,3,26.24513888888889
0,2,33,64,44,3,5,0,0,2,5,2,7,104.14236111111113
1,2,33,64,44,3,5,0,7,1,0,2,4,73.09236111111113
1,2,33,64,44,3,5,0,0,1,3,2,3,21.226388888888884
0,32,36,218,106,3,3,2,5,2,2,2,92,1.2222222222222223
0,32,33,275,106,3,5,2,7,2,4,2,121,76.03263888888887
0,34,36,239,106,3,5,0,0,2,3,2,97,28.04375
0,2,30,174,106,3,5,0,0,0,2,2,2,9.140277777777778
1,2,30,106,56,3,5,0,0,1,0,2,26,61.165277777777774
1,6,33,275,106,3,5,0,5,0,2,2,24,0.07291666666666667
1,34,30,332,106,3,5,0,5,0,2,2,12,0.05069444444444445
1,2,30,174,106,2,5,0,5,0,2,2,48,4.121527777777779
0,10,26,25,106,3,5,0,0,2,3,2,3,22.05416666666667
1,32,36,107,106,3,5,0,7,1,5,2,100,127.59930555555556
1,12,1,105,106,3,5,0,0,1,0,2,98,56.94930555555555
0,19,36,218,106,3,5,0,0,2,0,2,3,60.96666666666667
1,19,36,89,106,3,5,1,5,1,2,2,24,0.6958333333333333
0,12,33,72,106,3,5,0,0,2,3,2,13,27.922222222222217
0,2,33,217,161,3,5,2,0,2,4,2,5,96.99375
0,2,36,217,122,3,5,0,7,2,8,2,17,220.7201388888889
1,2,30,107,106,3,5,1,5,1,9,8,14,0.8701388888888889
1,2,36,27,106,3,5,0,5,0,5,5,28,2.9604166666666667
1,2,36,27,106,3,5,0,5,0,5,5,28,0.2333333333333333
1,2,36,27,106,3,5,0,5,0,5,5,28,1.3951388888888892
1,2,36,27,106,3,5,0,6,1,6,6,29,4.282638888888889
1,2,36,27,106,3,5,1,7,1,7,7,30,15.804166666666667
1,2,36,27,106,3,5,0,6,0,3,2,25,13.315972222222221
1,2,36,27,106,3,5,0,5,0,3,3,25,2.970138888888889
1,2,33,69,106,2,0,1,5,1,10,10,96,1.1138888888888892
1,2,33,69,106,2,5,1,5,1,2,2,87,2.9569444444444444
0,20,33,332,106,1,3,0,0,2,0,2,26,61.136111111111106
1,34,12,98,97,3,5,1,7,1,3,2,13,16.2625
1,32,33,25,106,1,5,0,7,0,2,2,7,7.129166666666666
0,2,33,168,106,1,5,0,0,2,3,2,8,30.22083333333333
0,2,10,53,149,1,5,0,0,2,4,2,10,80.32708333333333
1,13,36,276,166,1,5,1,0,1,5,5,6,3.963888888888889
1,13,36,276,166,1,5,1,0,1,5,5,6,2.9902777777777776
1,13,36,276,166,1,5,0,0,1,3,2,3,40.982638888888886
1,2,36,350,106,3,5,0,0,1,0,2,122,70.80902777777777
0,26,36,125,106,1,5,2,0,2,0,0,107,0.1284722222222222
0,26,36,125,106,1,5,2,7,2,2,2,105,2.829861111111111
1,34,10,209,106,1,5,0,0,1,3,2,49,30.146527777777774
1,6,33,275,106,3,3,0,0,1,3,2,25,17.18888888888889
1,32,33,275,106,3,5,0,0,1,0,2,20,59.95694444444445
1,2,33,217,83,2,5,1,5,1,2,2,96,2.002083333333333
0,2,10,107,106,3,6,0,0,2,0,2,26,45.04444444444446
1,33,36,107,106,1,5,1,0,1,0,0,4,10.219444444444443
1,33,36,107,106,3,6,0,0,1,3,2,3,27.149305555555557
0,33,33,107,106,3,6,0,0,2,3,2,3,27.1625
1,2,36,307,106,3,5,1,5,1,2,2,60,1.0076388888888892
1,34,5,275,106,3,5,0,0,1,10,2,21,272.1076388888889
1,2,36,307,106,3,5,1,5,1,2,2,48,1.0076388888888892
1,12,30,373,106,3,5,0,7,0,2,2,24,3.9034722222222222
1,32,33,274,33,3,5,0,0,1,4,2,27,73.78888888888889
1,12,33,281,47,3,5,1,7,1,2,2,24,5.847222222222222
1,18,30,107,106,3,5,0,7,0,2,2,12,8.765277777777778
0,2,30,107,106,3,5,0,7,0,2,2,12,8.764583333333333
0,32,36,107,106,3,5,0,0,2,4,2,15,84.98125
0,12,1,218,106,3,5,0,0,2,3,2,3,30.435416666666665
1,12,1,218,106,2,5,1,0,1,5,5,6,9.057638888888887
1,12,1,218,106,3,5,0,0,1,3,2,3,36.40347222222222
1,12,36,218,106,3,5,0,0,1,0,2,2,43.35763888888889
0,32,36,218,106,3,5,0,0,2,3,2,2,36.41388888888889
1,2,36,107,106,3,5,1,7,1,2,2,120,8.013194444444443
1,6,33,332,106,3,5,0,0,1,3,2,7,21.29375
1,32,29,373,106,3,5,0,7,0,2,2,48,6.114583333333332
1,12,33,218,106,3,5,1,5,1,2,2,96,0.9215277777777776
1,2,33,314,106,1,5,1,0,1,4,4,9,0.9256944444444444
0,2,30,174,106,3,5,0,7,0,2,2,72,5.007638888888889
1,2,30,174,106,3,5,0,7,0,2,2,8,5.0069444444444455
1,2,33,107,106,3,5,1,0,1,2,2,12,5.160416666666666
1,2,10,297,106,3,5,0,0,1,4,2,27,77.10277777777776
0,2,33,65,106,3,5,0,7,0,2,2,12,7.854861111111112
1,21,36,173,97,2,5,1,5,1,2,2,60,3.986805555555556
0,26,33,107,106,3,5,0,0,2,3,2,13,27.01736111111111
0,19,36,174,106,3,5,0,0,0,2,2,4,5.925
1,32,36,174,106,3,5,0,0,1,3,2,7,39.96875
0,32,36,174,106,3,5,0,0,2,3,2,5,32.96180555555556
0,2,30,174,106,3,5,0,5,0,2,2,24,2.0097222222222224
0,12,33,107,106,3,3,0,0,2,3,2,13,36.20625
1,34,36,275,106,3,5,0,5,0,2,2,23,1.2465277777777777
0,12,36,314,106,3,5,2,7,2,2,2,84,3.0097222222222224
1,34,30,29,106,3,5,0,0,1,3,2,13,28.26875
0,34,36,106,92,3,5,0,0,2,3,2,9,26.279166666666665
1,32,36,125,106,3,5,0,0,1,3,2,9,26.20833333333333
0,34,36,315,78,3,5,0,7,0,3,2,49,10.160416666666666
1,2,20,315,166,3,5,0,0,1,3,2,3,17.255555555555556
0,28,36,25,106,3,5,0,0,2,3,2,9,17.284027777777773
0,8,36,289,106,3,5,0,0,2,0,2,10,39.29166666666666
1,26,1,259,106,3,5,0,5,0,2,2,12,1.1375
1,18,33,107,106,3,9,0,7,0,2,2,144,3.0125
0,2,33,218,106,1,5,2,0,2,0,2,32,54.17291666666666
0,26,1,372,166,3,8,0,7,0,2,2,96,1.0284722222222222
1,34,36,209,106,1,5,1,7,1,6,5,17,2.0770833333333334
1,34,36,209,106,3,5,1,0,1,2,2,12,4.166666666666667
0,2,30,373,106,3,5,2,5,2,2,2,24,0.05416666666666667
1,32,1,313,166,3,5,1,5,1,2,2,96,0.05555555555555555
0,26,30,357,83,3,5,0,0,0,3,2,10,9.172916666666667
1,2,33,65,106,3,5,0,5,0,2,2,9,2.09375
1,13,33,218,106,3,5,0,7,0,3,2,11,19.98611111111111
0,2,10,174,106,3,5,0,5,0,7,7,28,0.9243055555555556
0,2,10,174,106,3,5,0,5,0,2,2,22,1.8041666666666667
1,30,1,174,106,3,5,0,5,0,2,2,12,0.9638888888888888
1,26,36,112,81,3,5,0,0,1,0,2,12,40.009722222222216
1,28,36,217,11,3,5,0,7,0,3,2,11,10.915277777777776
0,2,33,89,106,3,5,2,5,2,2,2,24,0.7208333333333333
0,34,1,275,106,3,6,0,7,0,2,2,0,1.3097222222222222
1,34,1,275,106,3,6,0,7,0,2,2,0,1.3097222222222222
0,2,33,275,106,3,6,0,7,0,2,2,0,1.3104166666666666
1,12,33,72,106,3,5,0,5,0,2,2,32,0.4534722222222222
0,2,33,275,106,3,5,2,5,2,2,2,10,0.06875
1,34,1,275,106,2,5,1,5,1,5,5,10,8.00763888888889
1,34,1,275,106,3,5,0,0,0,3,2,7,16.275694444444444
1,2,32,119,106,3,5,0,0,0,3,2,9,8.301388888888889
1,10,1,25,106,3,5,0,0,1,0,2,10,40.224305555555546
1,19,36,239,106,2,5,0,5,0,2,2,24,0.07291666666666667
0,34,5,275,106,2,3,0,0,2,9,2,56,224.10277777777782
0,2,33,332,106,3,5,0,5,0,2,2,5,0.2458333333333333
1,6,33,332,106,3,5,0,5,0,2,2,5,0.2458333333333333
1,2,30,25,106,1,5,1,0,1,3,2,97,16.911805555555556
0,13,33,34,78,3,5,2,7,2,3,2,64,20.05625
0,32,33,125,106,3,5,0,5,0,2,2,73,0.18055555555555555
0,2,33,65,106,3,5,2,0,2,2,2,36,5.098611111111111
1,34,30,13,106,3,5,0,0,1,3,2,13,17.14236111111111
0,2,10,297,106,3,5,0,5,0,2,2,18,0.8631944444444445
0,26,1,24,78,3,5,0,0,2,3,2,6,33.14097222222223
0,33,1,208,48,3,5,0,7,0,3,2,121,10.002777777777778
0,12,1,107,106,3,5,0,7,0,3,2,121,10.003472222222221
1,34,1,275,106,3,5,0,5,0,2,2,8,0.81875
1,30,36,174,106,2,5,1,5,1,3,2,64,7.9305555555555545
0,6,33,275,106,1,5,0,5,2,0,2,50,57.9
1,12,33,332,106,3,5,0,7,0,3,2,4,6.80625
1,34,1,218,106,1,5,0,0,1,3,2,2,33.32152777777777
0,32,18,316,106,3,5,0,0,2,3,2,13,35.30972222222222
1,13,1,99,106,3,5,0,7,0,3,2,5,30.15208333333333
1,34,10,24,122,3,5,0,7,0,3,2,13,9.079166666666667
1,34,36,275,106,3,5,0,0,0,0,2,26,40.13125
0,32,33,217,13,3,5,0,0,2,0,2,14,47.120138888888896
0,32,36,218,106,3,5,0,0,2,4,2,15,78.8576388888889
0,33,36,24,78,3,5,0,0,2,4,2,15,86.84583333333332
1,33,36,24,21,3,5,1,0,1,4,2,15,86.85069444444444
0,19,36,218,106,3,5,0,5,0,11,10,19,4.073611111111111
0,19,36,218,106,3,5,0,5,0,2,2,9,2.0861111111111112
1,33,36,218,106,3,3,1,7,1,6,2,65,148.33263888888888
1,34,1,316,106,3,5,0,0,1,4,2,15,82.02708333333334
1,32,10,275,106,1,9,0,7,0,2,2,12,2.786111111111111
0,12,33,275,106,3,5,0,5,0,2,2,18,0.8291666666666667
1,6,33,275,106,1,5,0,0,1,5,2,14,113.6625
1,2,10,231,106,3,5,0,7,0,3,2,61,8.289583333333333
0,32,33,348,106,3,5,0,7,0,2,2,12,0.8916666666666667
0,32,33,174,106,3,5,0,0,2,4,2,6,72.08680555555556
1,30,33,66,152,3,5,0,7,0,2,2,1,0.8923611111111112
1,34,10,66,152,3,5,0,7,0,2,2,1,0.8923611111111112
0,30,33,66,152,3,5,0,7,0,2,2,1,0.8930555555555556
0,34,10,67,106,3,5,0,7,0,2,2,1,0.89375
0,32,33,66,152,3,5,0,7,0,2,2,1,0.89375
1,13,36,173,120,3,5,0,5,0,2,2,12,0.7715277777777778
1,13,33,275,106,3,5,0,7,0,2,2,1,0.7444444444444445
0,18,33,275,106,3,5,0,7,0,2,2,1,0.7451388888888889
0,18,33,275,106,3,5,0,7,0,2,2,1,0.7465277777777778
1,32,1,314,106,3,5,0,5,0,2,2,24,1.7027777777777775
0,32,10,89,106,3,5,0,0,2,3,2,19,14.273611111111109
0,32,10,89,106,1,5,2,0,2,3,3,19,1.2618055555555556
0,26,33,125,106,3,5,0,0,2,3,2,8,32.23125
0,6,33,59,106,3,5,0,0,0,2,2,2,4.241666666666666
1,3,11,274,166,3,5,0,0,1,3,2,5,30.27638888888889
0,20,10,287,106,3,5,2,5,2,2,2,84,0.09722222222222222
1,26,33,218,106,3,5,1,0,1,3,2,13,6.091666666666668
0,12,1,44,106,1,5,2,7,2,3,2,73,5.001388888888889
1,26,33,26,144,3,5,0,0,1,3,2,13,30.136805555555554
0,19,36,217,50,1,5,0,7,0,3,2,10,7.99375
1,26,1,372,166,3,5,0,7,0,2,2,24,3.963194444444445
1,26,33,194,106,3,5,1,7,1,3,2,13,7.907638888888888
1,33,36,25,106,3,3,0,7,0,2,2,60,1.3465277777777778
0,34,36,366,106,3,5,0,5,0,2,2,107,0.05625
0,34,36,366,106,3,5,0,5,0,3,3,108,2.7777777777777777
1,14,33,99,106,3,5,0,5,0,2,2,2,1.0291666666666666
1,2,32,125,106,3,5,0,0,1,3,2,19,22.21875
1,2,36,218,106,3,5,0,0,1,0,2,26,41.423611111111114
1,18,30,218,106,3,5,0,0,1,3,2,13,11.192361111111113
1,26,17,316,106,2,5,1,7,1,5,0,28,69.93819444444446
1,26,17,316,106,3,5,0,0,1,3,2,25,15.161805555555556
1,26,17,316,106,1,5,1,0,1,3,3,25,3.7722222222222217
1,12,33,217,15,3,5,0,0,1,0,2,26,49.193055555555546
0,10,36,25,106,1,5,2,0,2,3,2,25,12.161805555555556
1,2,36,232,129,1,5,1,7,1,3,2,73,9.074305555555558
0,2,10,136,106,1,5,0,7,0,3,2,109,20.01875
0,31,33,241,106,3,5,0,7,0,7,7,90,2.1340277777777783
0,31,33,241,106,3,5,0,5,0,3,2,85,5.830555555555557
0,12,1,174,106,1,9,2,7,2,8,8,40,0.8631944444444445
0,12,1,174,106,1,5,0,0,2,3,2,34,29.99097222222223
0,13,33,275,106,3,5,0,0,2,6,2,17,146.72916666666666
1,14,36,25,106,3,5,0,5,0,2,2,24,0.8444444444444444
0,12,33,275,106,1,5,0,7,0,2,2,2,0.9486111111111112
0,34,30,13,106,3,5,2,5,2,2,2,180,0.7638888888888888
0,32,36,287,106,1,5,0,7,0,0,2,38,54.663194444444436
1,34,36,72,106,3,5,0,5,0,1,1,106,0.19444444444444445
1,2,20,89,106,3,3,0,5,0,3,2,13,6.101388888888889
1,20,33,107,106,3,5,0,0,1,3,2,13,12.324305555555556
1,6,36,314,106,1,5,1,7,1,2,2,96,1.06875
1,34,1,314,106,1,5,1,7,1,2,2,96,1.06875
1,34,36,315,166,3,5,0,7,0,3,2,13,8.002777777777778
0,10,36,25,106,1,5,2,0,2,0,0,7,5.156944444444443
0,10,36,25,106,3,5,0,0,2,3,2,6,28.18333333333333
1,12,33,125,106,3,5,0,7,0,3,3,13,7.073611111111112
1,2,33,116,166,3,5,1,7,1,3,2,6,3.9402777777777778
0,12,1,119,106,3,5,2,5,2,2,2,36,0.9902777777777778
0,32,36,344,106,3,5,0,7,0,3,2,13,4.035416666666666
0,32,36,218,106,3,5,0,7,0,3,2,7,8.038194444444445
0,30,36,218,106,3,5,0,7,0,3,2,7,8.038194444444445
1,13,33,274,166,1,5,0,3,1,4,2,27,85.05833333333334
0,26,33,72,106,3,5,2,0,2,3,2,8,4.818055555555556
1,12,36,107,106,3,5,0,7,0,2,2,144,1.7729166666666667
0,22,10,275,106,2,5,0,5,0,2,2,24,0.9777777777777776
0,12,1,104,56,3,5,0,0,2,4,2,27,70.33611111111111
1,2,33,107,106,3,5,0,7,0,3,2,6,4.260416666666667
0,33,36,79,106,3,5,0,0,2,3,2,5,16.30625
0,32,33,67,106,3,5,0,0,2,0,2,26,34.329861111111114
0,33,36,119,106,3,5,0,7,2,6,2,6,131.1826388888889
